date , max_temp , min_temp , weather , wind_dir , wind_force
20120622,23,20, 大到暴雨 , 西南风 , 小于3级
20120623,26,21, 大雨 , 西北风 , 小于3级
20120624,30,24, 阴转阵雨 , 东南风 , 小于3级
20120625,27,24, 中雨转暴雨 , 西南风 , 小于3级
20120626,27,23, 暴雨 , 西北风 , 小于3级
20120627,28,23, 阵雨 , 东风 , 小于3级
20120628,33,25, 多云 , 东风 , 小于3级
20120629,34,26, 多云转雷阵雨 , 西南风 , 小于3级
20120630,36,27, 雷阵雨转多云 , 西北风 , 小于3级
20120701,36,26, 晴转多云 , 西南风 , 3-4级
20120702,36,27, 晴转多云 , 西南风 , 小于3级
20120703,37,27, 晴转多云 , 西南风 , 小于3级
20120704,38,28, 晴转多云 , 西南风 , 小于3级
20120705,37,29, 晴转雷阵雨 , 西南风 , 小于3级
20120706,36,28, 多云转雷阵雨 , 西南风 , 3-4级转小于3级
20120707,36,28, 多云转雷阵雨 , 西南风 , 小于3级
20120708,37,28, 多云 , 东风 , 小于3级
20120709,37,28, 多云 , 西南风 , 小于3级
20120710,36,28, 多云转雷阵雨 , 西南风 , 小于3级
20120711,36,28, 雷阵雨 , 西南风 , 小于3级
20120712,36,29, 多云转雷阵雨 , 西北风 , 小于3级
20120713,32,26, 雷阵雨转大雨 , 东风 , 小于3级
20120714,30,25, 暴雨转大雨 , 西北风 , 小于3级
20120715,29,24, 阵雨转中雨 , 东风 , 小于3级
20120716,31,25, 阵雨 , 东风 , 小于3级
20120717,31,25, 大雨转阵雨 , 西北风 , 小于3级
20120718,32,25, 阴转雷阵雨 , 西北风 , 小于3级
20120719,34,27, 多云转雷阵雨 , 东风 , 小于3级
20120720,36,26, 多云转晴 , 西北风 , 小于3级
20120721,36,26, 晴转多云 , 西南风 , 小于3级
20120722,36,28, 晴转多云 , 东南风 , 小于3级
20120723,36,27, 晴转多云 , 东南风 , 3-4级
20120724,36,28, 晴转多云 , 东南风 , 小于3级
20120725,35,26, 晴转多云 , 东风 , 小于3级
20120726,36,27, 多云转雷阵雨 , 东风 , 小于3级
20120727,36,27, 晴转多云 , 南风 , 小于3级
20120728,37,27, 晴转多云 , 东风 , 小于3级
20120729,37,28, 晴转多云 , 东南风 , 小于3级
20120730,37,28, 晴转多云 , 东风 , 小于3级
20120731,34,27, 多云 , 东风 , 3-4级
20120801,31,26, 中雨转暴雨 , 东风 , 5-6级
20120802,30,25, 暴雨 , 东北风 , 6-7级
20120803,33,27, 阵雨转阴 , 东风 , 小于3级
20120804,33,26, 多云转阵雨 , 东风 , 3-4级
20120805,32,26, 多云转阵雨 , 西北风 , 小于3级
20120806,31,26, 阵雨转暴雨 , 北风 , 小于3级转6-7级
20120807,29,25, 暴雨 , 北风 , 7-8级转8-9级
20120808,29,24, 大雨 , 东南风 , 6-7级转4-5级
20120809,31,25, 中雨转大雨 , 南风 , 小于3级
20120810,34,27, 中雨 , 东北风 , 小于3级
20120811,34,26, 阵雨转雷阵雨 , 南风 , 小于3级
20120812,35,26, 多云转雷阵雨 , 东风 , 小于3级
20120813,35,27, 雷阵雨转多云 , 东风 , 小于3级
20120814,38,28, 多云转晴 , 东风 , 小于3级
20120815,38,29, 雷阵雨转多云 , 西北风 , 小于3级
20120816,36,27, 多云 , 东风 , 小于3级
20120817,36,28, 晴转多云 , 南风 , 小于3级
20120818,37,28, 多云 , 西风 , 小于3级
20120819,35,26, 多云 , 西风 , 小于3级
20120820,34,26, 雷阵雨转多云 , 西北风 , 小于3级
20120821,29,25, 雷阵雨转阵雨 , 西风 , 小于3级
20120822,28,22, 阵雨 , 西北风 , 4-5级
20120823,29,21, 阵雨转中雨 , 西北风 , 小于3级
20120824,30,24, 多云转雷阵雨 , 北风 , 小于3级
20120825,30,25, 阵雨转中雨 , 东北风 , 3-4级
20120826,30,25, 阵雨转中雨 , 东北风 , 小于3级转5-6级
20120827,32,25, 阵雨转多云 , 西北风 , 4-5级转3-4级
20120828,30,25, 阵雨转中雨 , 东风 , 小于3级
20120829,34,25, 多云 , 西北风 , 3-4级
20120830,34,25, 多云 , 东风 , 小于3级
20120831,33,25, 多云转晴 , 东风 , 小于3级
20120901,32,25, 多云 , 南风 , 小于3级
20120902,30,23, 多云转大雨 , 西南风 , 小于3级
20120903,26,23, 中雨 , 北风 , 小于3级
20120904,23,17, 阵雨 , 南风 , 小于3级
20120905,26,19, 阴 , 西北风 , 小于3级
20120906,29,23, 阵雨 , 东风 , 小于3级
20120907,31,24, 阴转多云 , 西南风 , 小于3级
20120908,29,24, 多云转中雨 , 东风 , 小于3级
20120909,26,21, 阵雨转小雨 , 西北风 , 小于3级
20120910,29,23, 阴转多云 , 东风 , 小于3级
20120911,32,24, 多云转阵雨 , 东风 , 小于3级
20120912,24,19, 大雨转中雨 , 北风 , 4-5级
20120913,23,17, 小雨转阴 , 西风 , 3-4级
20120914,25,17, 多云转晴 , 西北风 , 小于3级
20120915,26,18, 多云转阴 , 北风 , 3-4级转5-6级
20120916,27,18, 多云 , 北风 , 4-5级转3-4级
20120917,27,18, 晴 , 西北风 , 小于3级
20120918,28,17, 多云 , 西北风 , 小于3级
20120919,29,18, 多云 , 东北风 , 小于3级
20120920,27,18, 多云转阵雨 , 东风 , 小于3级
20120921,24,20, 中雨转小雨 , 南风 , 小于3级
20120922,25,19, 阴转多云 , 东北风 , 小于3级
20120923,27,18, 阴转多云 , 东风 , 小于3级
20120924,28,18, 多云 , 东风 , 小于3级
20120925,27,19, 多云 , 东风 , 小于3级
20120926,26,20, 多云转阴 , 东风 , 小于3级
20120927,27,21, 多云转阴 , 东风 , 小于3级
20120928,23,14, 阴转多云 , 北风 , 4-5级
20120929,25,13, 晴 , 西北风 , 3-4级转小于3级
20120930,26,13, 晴转多云 , 西北风 , 小于3级
20121001,25,13, 晴转多云 , 南风 , 小于3级
20121002,26,15, 晴转多云 , 北风 , 小于3级
20121003,26,15, 多云 , 西风 , 小于3级
20121004,26,16, 晴转多云 , 南风 , 小于3级
20121005,26,19, 小雨转多云 , 北风 , 小于3级
20121006,26,17, 晴转多云 , 东北风 , 小于3级
20121007,26,18, 多云 , 东风 , 小于3级
20121008,25,18, 多云 , 北风 , 小于3级
20121009,26,17, 晴转多云 , 西北风 , 小于3级
20121010,24,15, 晴转多云 , 西北风 , 小于3级
20121011,24,14, 晴转多云 , 东风 , 小于3级
20121012,24,16, 多云 , 东风 , 小于3级
20121013,24,19, 阴转多云 , 东风 , 小于3级
20121014,25,18, 阴转多云 , 东北风 , 小于3级
20121015,27,18, 多云转阴 , 东风 , 小于3级
20121016,22,15, 小雨转阴 , 北风 , 3-4级转4-5级
20121017,21,11, 晴转多云 , 西北风 , 3-4级转小于3级
20121018,23,11, 晴 , 东南风 , 小于3级
20121019,26,15, 多云 , 北风 , 小于3级
20121020,29,18, 多云转阴 , 北风 , 小于3级
20121021,25,17, 小雨 , 东南风 , 小于3级
20121022,22,12, 多云转晴 , 西北风 , 4-5级转小于3级
20121023,24,12, 晴转阴 , 西南风 , 小于3级
20121024,26,15, 阴转多云 , 东北风 , 小于3级
20121025,28,17, 多云 , 东北风 , 小于3级
20121026,25,19, 多云转阴 , 北风 , 小于3级
20121027,23,17, 多云 , 西北风 , 小于3级
20121028,22,17, 多云转小雨 , 东风 , 小于3级
20121029,18,14, 中雨转小雨 , 西北风 , 4-5级转小于3级
20121030,16,10, 阴转多云 , 东北风 , 小于3级
20121031,18,9, 多云转晴 , 西北风 , 小于3级
20121101,20,10, 多云 , 西北风 , 小于3级
20121102,23,12, 多云转阵雨 , 东北风 , 小于3级
20121103,18,11, 中雨转多云 , 西北风 , 4-5级转3-4级
20121104,18,8, 晴 , 西北风 , 3-4级
20121105,18,7, 晴 , 北风 , 小于3级
20121106,18,7, 晴 , 东北风 , 小于3级
20121107,16,10, 小雨 , 北风 , 小于3级
20121108,16,10, 中雨转大雨 , 西北风 , 小于3级
20121109,16,13, 中雨 , 东风 , 小于3级
20121110,15,9, 阴转多云 , 西北风 , 4-5级
20121111,16,5, 晴转多云 , 西南风 , 3-4级转小于3级
20121112,19,6, 晴转多云 , 西南风 , 小于3级
20121113,16,7, 晴转多云 , 北风 , 小于3级
20121114,16,7, 多云转阴 , 东南风 , 小于3级
20121115,14,11, 小雨转大雨 , 东风 , 小于3级
20121116,15,9, 小雨转多云 , 北风 , 3-4级转小于3级
20121117,16,5, 晴 , 西南风 , 小于3级
20121118,17,5, 晴 , 西南风 , 小于3级
20121119,17,8, 晴转阴 , 东北风 , 小于3级
20121120,14,11, 小雨转中雨 , 北风 , 小于3级
20121121,16,12, 小雨转中雨 , 北风 , 小于3级
20121122,12,6, 阴转小雨 , 北风 , 小于3级
20121123,11,5, 阴转多云 , 南风 , 小于3级
20121124,13,8, 小雨转中雨 , 东南风 , 小于3级
20121125,10,5, 小雨转多云 , 北风 , 4-5级
20121126,12,3, 多云 , 北风 , 小于3级
20121127,13,7, 阴转小雨 , 南风 , 小于3级
20121128,13,8, 小雨转阴 , 西风 , 3-4级转小于3级
20121129,13,9, 小雨转阴 , 西风 , 小于3级
20121130,11,9, 小雨转中雨 , 东北风 , 小于3级
20121201,12,8, 中雨转小雨 , 北风 , 小于3级
20121202,12,5, 阴转多云 , 东北风 , 小于3级
20121203,11,3, 晴转多云 , 北风 , 小于3级
20121204,12,5, 阴转多云 , 东风 , 小于3级转4-5级
20121205,12,2, 晴转多云 , 南风 , 4-5级转3-4级
20121206,16,3, 晴转多云 , 西北风 , 小于3级
20121207,13,4, 晴转多云 , 北风 , 小于3级
20121211,10,4, 多云 , 北风 , 小于3级
20121212,15,5, 多云转阴 , 东风 , 小于3级
20121213,18,10, 小雨 , 东南风 , 小于3级
20121214,14,12, 中雨 , 东北风 , 小于3级
20121215,10,7, 小雨 , 南风 , 小于3级
20121216,9,6, 小雨转阴 , 西北风 , 小于3级
20121217,6,2, 雨夹雪转阴 , 北风 , 小于3级
20121218,7,-1, 多云 , 北风 , 小于3级
20121219,9,2, 多云转小雨 , 南风 , 小于3级
20121220,9,5, 中雨转小雨 , 南风 , 小于3级
20121221,7,4, 小雨 , 南风 , 3-4级
20121222,5,0, 阴转多云 , 西北风 , 3-4级
20121223,6,-3, 晴 , 西北风 , 3-4级转小于3级
20121224,9,-1, 晴转多云 , 南风 , 小于3级
20121225,6,3, 小雨 , 东风 , 小于3级
20121226,9,4, 小雨转大雨 , 北风 , 小于3级
20121227,9,5, 中雨转阴 , 北风 , 小于3级
20121228,7,0, 小雨转雨夹雪 , 东北风 , 小于3级转4-5级
20121229,1,-3, 中雪转阴 , 西北风 , 4-5级
20121230,5,-4, 晴 , 西南风 , 小于3级
20121231,9,-1, 晴 , 西南风 , 小于3级
20130101,7,0, 多云转阴 , 东风 , 小于3级
20130102,3,0, 阴 , 东北风 , 4-5级转3-4级
20130103,0,-2, 小雪转中雪 , 南风 , 小于3级
20130104,2,-2, 大雪转小雪 , 西北风 , 小于3级
20130105,2,-1, 雨夹雪转阴 , 西北风 , 小于3级
20130106,4,-1, 雨夹雪转小雨 , 西南风 , 小于3级
20130107,4,0, 阴 , 西风 , 小于3级
20130108,4,1, 阴 , 西南风 , 3-4级
20130109,8,0, 多云 , 西北风 , 小于3级
20130110,8,1, 多云 , 南风 , 小于3级
20130111,8,0, 多云转阴 , 西南风 , 小于3级
20130112,6,4, 大雨转中雨 , 西南风 , 小于3级转3-4级
20130113,9,3, 阴转多云 , 西北风 , 小于3级转3-4级
20130114,11,2, 多云 , 东北风 , 小于3级
20130115,9,2, 阴转多云 , 南风 , 小于3级转3-4级
20130116,5,2, 多云 , 北风 , 3-4级
20130117,5,-3, 晴 , 北风 , 小于3级
20130118,10,-1, 晴转多云 , 北风 , 小于3级
20130119,13,4, 多云 , 南风 , 小于3级
20130120,12,8, 阴转小雨 , 北风 , 小于3级
20130121,7,4, 小雨 , 北风 , 3-4级
20130122,10,2, 阴转多云 , 南风 , 小于3级
20130123,13,4, 多云 , 东南风 , 小于3级转3-4级
20130124,10,1, 多云转晴 , 北风 , 小于3级
20130125,13,3, 晴 , 北风 , 小于3级
20130126,13,1, 多云转晴 , 东北风 , 小于3级
20130127,13,1, 晴转多云 , 南风 , 小于3级
20130128,15,6, 阴 , 北风 , 小于3级
20130129,18,7, 多云转晴 , 北风 , 小于3级
20130130,19,7, 多云转阴 , 南风 , 小于3级
20130131,17,13, 中雨转小雨 , 西南风 , 小于3级
20130201,12,7, 小雨转阴 , 北风 , 3-4级
20130202,15,5, 阴转小雨 , 东风 , 3-4级转小于3级
20130203,11,8, 小雨 , 南风 , 小于3级
20130204,9,6, 中雨 , 东风 , 3-4级
20130205,9,5, 阴 , 北风 , 小于3级
20130206,5,1, 小雨转中雪 , 南风 , 小于3级
20130207,1,-2, 大雪 , 东北风 , 3-4级转小于3级
20130208,1,-2, 中雪转雨夹雪 , 南风 , 小于3级
20130209,6,-1, 多云 , 西风 , 小于3级
20130210,7,3, 阴转小雨 , 东风 , 小于3级
20130211,6,3, 中雨转阴 , 东风 , 小于3级
20130212,9,2, 阴转多云 , 北风 , 小于3级
20130213,8,5, 小雨 , 北风 , 小于3级
20130214,7,4, 小雨转多云 , 北风 , 小于3级
20130215,12,2, 多云 , 西北风 , 小于3级
20130216,13,6, 阵雨 , 北风 , 小于3级
20130217,11,6, 阵雨转中雨 , 东北风 , 小于3级转5-6级
20130218,5,1, 雨夹雪转中雪 , 东北风 , 4-5级转3-4级
20130219,6,-1, 阴转小雨 , 西北风 , 小于3级
20130220,10,2, 多云转小雨 , 北风 , 小于3级
20130221,10,5, 小雨转阴 , 东风 , 小于3级
20130222,14,3, 多云转晴 , 西南风 , 小于3级
20130223,15,4, 晴转多云 , 东风 , 小于3级
20130224,18,10, 多云转小雨 , 南风 , 小于3级
20130225,16,12, 中雨 , 东北风 , 小于3级
20130226,14,9, 阴 , 东北风 , 小于3级
20130227,21,8, 阴转多云 , 东风 , 小于3级
20130228,15,3, 中雨转大雨 , 西南风 , 5-6级
20130301,7,1, 小雨转阴 , 东风 , 3-4级转小于3级
20130302,12,0, 多云转晴 , 北风 , 小于3级
20130303,17,4, 晴 , 西南风 , 小于3级
20130304,20,6, 晴转多云 , 东北风 , 小于3级
20130305,23,10, 晴转多云 , 西南风 , 小于3级
20130306,23,11, 多云转晴 , 西南风 , 小于3级
20130307,28,12, 晴 , 西南风 , 小于3级
20130308,30,16, 晴转多云 , 西南风 , 3-4级转小于3级
20130309,10,6, 阵雨 , 西南风 , 5-6级转4-5级
20130310,15,6, 阴转多云 , 东风 , 小于3级
20130311,24,7, 多云 , 东北风 , 小于3级
20130312,20,7, 大雨 , 北风 , 5-6级
20130313,11,2, 阴转多云 , 北风 , 小于3级
20130314,17,4, 晴转多云 , 东风 , 小于3级
20130315,21,8, 多云转阵雨 , 东风 , 3-4级
20130316,21,12, 中雨 , 东北风 , 小于3级
20130317,22,12, 暴雨转多云 , 北风 , 小于3级
20130318,22,13, 多云转中雨 , 西南风 , 小于3级
20130319,16,10, 中雨转阴 , 西南风 , 小于3级
20130320,15,3, 阴转多云 , 东北风 , 小于3级
20130321,21,10, 中雨转阵雨 , 南风 , 小于3级
20130322,17,9, 雷阵雨转大雨 , 东北风 , 小于3级转3-4级
20130323,13,8, 中雨转小雨 , 北风 , 小于3级
20130324,12,5, 阴转多云 , 东北风 , 3-4级
20130325,10,7, 中雨转阵雨 , 东风 , 小于3级
20130326,17,5, 阴转多云 , 西北风 , 小于3级
20130327,19,8, 多云转阴 , 北风 , 小于3级
20130328,15,11, 阵雨转阴 , 东风 , 小于3级
20130329,18,9, 多云转阴 , 东风 , 小于3级
20130330,18,10, 阴转多云 , 东北风 , 小于3级
20130331,17,9, 多云转阵雨 , 东风 , 小于3级
20130401,17,12, 阴转多云 , 西南风 , 小于3级
20130402,19,8, 多云 , 北风 , 小于3级
20130403,22,11, 阴转多云 , 东风 , 小于3级
20130404,20,15, 阴转阵雨 , 东风 , 小于3级
20130405,16,9, 中雨转小雨 , 北风 , 5-6级
20130406,17,5, 多云转晴 , 西北风 , 3-4级
20130407,22,8, 晴转多云 , 东南风 , 小于3级
20130408,19,10, 多云 , 西北风 , 3-4级
20130409,20,10, 多云转晴 , 东北风 , 小于3级
20130410,22,10, 晴 , 北风 , 小于3级
20130411,24,11, 晴 , 南风 , 小于3级
20130412,28,14, 晴转多云 , 南风 , 小于3级
20130413,28,15, 多云 , 西南风 , 小于3级
20130414,31,14, 晴 , 东风 , 3-4级
20130415,29,18, 多云转阵雨 , 西南风 , 小于3级
20130416,26,17, 阵雨转多云 , 西南风 , 小于3级
20130417,24,17, 多云转阴 , 南风 , 小于3级转4-5级
20130418,15,10, 阴 , 东北风 , 4-5级转3-4级
20130419,12,8, 中雨 , 东风 , 小于3级
20130420,16,6, 多云转晴 , 北风 , 3-4级转小于3级
20130421,21,9, 晴转阵雨 , 东风 , 小于3级
20130422,20,13, 阵雨转中雨 , 南风 , 小于3级
20130423,21,13, 中雨转阴 , 西南风 , 小于3级
20130424,26,13, 多云转晴 , 南风 , 小于3级
20130425,28,12, 晴 , 西北风 , 3-4级
20130426,29,14, 晴 , 北风 , 3-4级
20130427,29,15, 晴转多云 , 西南风 , 小于3级
20130428,29,18, 多云转雷阵雨 , 南风 , 小于3级
20130429,22,13, 暴雨 , 东北风 , 4-5级转小于3级
20130430,23,11, 阴转多云 , 北风 , 3-4级转小于3级
20130501,25,13, 晴转多云 , 北风 , 小于3级
20130502,26,14, 晴转多云 , 东风 , 小于3级
20130503,27,15, 多云 , 东北风 , 小于3级
20130504,25,15, 多云转阴 , 东风 , 小于3级
20130505,23,18, 阵雨 , 北风 , 小于3级
20130506,22,18, 阵雨 , 东风 , 小于3级
20130507,22,19, 阵雨 , 东南风 , 小于3级
20130508,24,18, 阵雨转中雨 , 南风 , 小于3级
20130509,27,19, 中雨转多云 , 西北风 , 小于3级
20130510,29,19, 阴转多云 , 西北风 , 小于3级
20130511,31,18, 晴 , 南风 , 小于3级
20130512,33,19, 晴 , 东风 , 小于3级
20130513,33,19, 晴转多云 , 东南风 , 小于3级
20130514,28,22, 多云转阵雨 , 东风 , 小于3级
20130515,22,19, 暴雨转中雨 , 北风 , 3-4级
20130516,23,19, 阵雨 , 东北风 , 小于3级
20130517,23,19, 小雨转中雨 , 东风 , 小于3级
20130518,27,20, 阵雨转多云 , 西北风 , 小于3级
20130519,31,21, 多云 , 西南风 , 小于3级
20130520,32,20, 多云 , 北风 , 小于3级
20130521,32,20, 晴转多云 , 东风 , 小于3级
20130522,28,22, 多云转阴 , 东北风 , 小于3级
20130523,31,21, 阴转多云 , 东北风 , 小于3级
20130524,34,23, 多云转晴 , 东北风 , 小于3级
20130525,28,23, 多云转阵雨 , 南风 , 小于3级转3-4级
20130526,28,23, 中雨转小雨 , 南风 , 4-5级转3-4级
20130527,33,21, 多云转晴 , 西北风 , 小于3级
20130528,34,22, 晴转阵雨 , 东风 , 3-4级
20130529,27,21, 中雨转大雨 , 北风 , 4-5级转小于3级
20130530,26,17, 小雨转阵雨 , 西北风 , 4-5级转小于3级
20130531,26,21, 阴转阵雨 , 西南风 , 小于3级
20130601,25,20, 中雨转小雨 , 东北风 , 小于3级
20130602,29,17, 阴转多云 , 西南风 , 小于3级
20130603,30,18, 晴转多云 , 东风 , 小于3级
20130604,29,20, 多云 , 北风 , 小于3级
20130605,32,21, 多云 , 东风 , 小于3级
20130606,25,22, 中雨转暴雨 , 西风 , 小于3级
20130607,24,22, 中雨转阴 , 西北风 , 小于3级转4-5级
20130608,26,20, 阴转多云 , 西北风 , 4-5级
20130609,25,19, 阴 , 北风 , 小于3级
20130610,25,20, 小雨 , 西北风 , 3-4级转小于3级
20130611,26,19, 小雨转多云 , 西北风 , 小于3级
20130612,26,19, 阴转多云 , 北风 , 小于3级
20130613,25,19, 阴转小雨 , 东风 , 小于3级转3-4级
20130614,29,20, 阵雨 , 西风 , 小于3级
20130615,34,24, 多云转雷阵雨 , 东风 , 小于3级
20130616,35,25, 多云转晴 , 西南风 , 小于3级
20130617,36,26, 多云转雷阵雨 , 北风 , 小于3级
20130618,36,27, 多云转雷阵雨 , 西南风 , 小于3级
20130619,33,26, 多云转雷阵雨 , 西南风 , 小于3级
20130620,31,23, 阴转多云 , 东北风 , 3-4级转小于3级
20130621,31,25, 多云转阵雨 , 东风 , 小于3级
20130622,31,25, 多云转雷阵雨 , 东北风 , 小于3级
20130623,31,26, 阵雨转中雨 , 北风 , 3-4级
20130624,31,25, 阵雨转大雨 , 北风 , 小于3级
20130625,30,25, 中雨 , 西南风 , 3-4级
20130626,25,23, 大雨转暴雨 , 西风 , 小于3级
20130627,25,22, 大雨 , 西北风 , 小于3级
20130628,27,22, 大雨 , 东北风 , 小于3级
20130629,31,23, 阵雨转雷阵雨 , 北风 , 小于3级
20130630,35,25, 多云 , 西南风 , 小于3级
20130701,37,26, 多云转晴 , 西南风 , 小于3级
20130702,37,27, 晴 , 西南风 , 4-5级转3-4级
20130703,37,28, 晴转多云 , 西南风 , 小于3级
20130704,35,27, 多云转雷阵雨 , 西风 , 小于3级
20130705,34,25, 雷阵雨转阵雨 , 东北风 , 3-4级
20130706,35,27, 多云 , 西南风 , 小于3级
20130707,36,27, 多云 , 西南风 , 小于3级
20130708,37,28, 多云转晴 , 南风 , 小于3级
20130709,38,28, 晴转多云 , 西南风 , 小于3级
20130710,38,28, 晴 , 东风 , 小于3级
20130711,36,28, 晴转多云 , 东南风 , 小于3级转3-4级
20130712,33,26, 多云转阵雨 , 东风 , 4-5级转5-6级
20130713,36,27, 阵雨转多云 , 东风 , 5-6级转4-5级
20130714,37,28, 多云 , 南风 , 5-6级转4-5级
20130715,37,28, 多云 , 西南风 , 3-4级
20130716,37,28, 多云 , 南风 , 3-4级转小于3级
20130717,37,28, 晴 , 南风 , 3-4级
20130718,37,27, 晴转多云 , 南风 , 小于3级
20130719,36,28, 晴转多云 , 南风 , 小于3级
20130720,34,26, 多云转雷阵雨 , 西北风 , 3-4级转小于3级
20130721,36,26, 多云 , 西南风 , 3-4级转小于3级
20130722,38,27, 多云转晴 , 西南风 , 3-4级
20130723,39,28, 晴 , 西南风 , 小于3级
20130724,40,30, 晴 , 东风 , 小于3级
20130725,39,30, 晴 , 西南风 , 小于3级
20130726,39,29, 晴 , 东风 , 小于3级
20130727,40,29, 晴 , 南风 , 小于3级
20130728,40,30, 晴转多云 , 西北风 , 小于3级
20130729,39,30, 晴转多云 , 东北风 , 小于3级
20130730,40,30, 多云转晴 , 南风 , 小于3级
20130731,39,28, 多云转晴 , 北风 , 4-5级转小于3级
20130801,39,27, 多云转晴 , 南风 , 小于3级
20130802,36,26, 多云 , 南风 , 小于3级
20130803,37,27, 多云 , 西南风 , 小于3级
20130804,38,28, 多云 , 西北风 , 小于3级
20130805,40,29, 晴 , 西南风 , 3-4级转小于3级
20130806,40,30, 晴 , 南风 , 小于3级
20130807,40,30, 晴 , 东南风 , 小于3级
20130808,40,30, 晴 , 南风 , 小于3级
20130809,41,31, 晴 , 东南风 , 小于3级
20130810,40,30, 晴 , 西风 , 3-4级转小于3级
20130811,40,29, 晴 , 东北风 , 小于3级
20130812,39,28, 晴 , 东风 , 小于3级
20130813,39,29, 晴 , 南风 , 小于3级
20130814,37,28, 晴转多云 , 南风 , 小于3级
20130815,37,29, 晴转多云 , 东风 , 3-4级转小于3级
20130816,37,28, 多云 , 东风 , 小于3级
20130817,37,28, 多云 , 东北风 , 小于3级
20130818,33,26, 雷阵雨转阵雨 , 东北风 , 3-4级转小于3级
20130819,34,27, 多云 , 东风 , 小于3级
20130820,33,27, 阵雨 , 东风 , 3-4级
20130821,32,28, 中雨 , 东北风 , 5-6级
20130822,34,27, 阴转多云 , 东风 , 小于3级
20130823,35,27, 多云转雷阵雨 , 南风 , 小于3级
20130824,31,28, 多云转中雨 , 西北风 , 小于3级
20130825,29,26, 中雨 , 西风 , 3-4级
20130826,33,24, 雷阵雨 , 东风 , 小于3级
20130827,35,26, 阴转多云 , 东风 , 小于3级
20130828,35,26, 多云 , 西南风 , 小于3级
20130829,32,27, 阵雨转中雨 , 西北风 , 3-4级转4-5级
20130830,29,24, 阴转多云 , 东北风 , 4-5级
20130831,30,21, 多云 , 东北风 , 小于3级
20130901,29,22, 多云 , 东风 , 小于3级
20130902,30,21, 晴转多云 , 东北风 , 小于3级
20130903,30,21, 多云 , 东北风 , 4-5级转3-4级
20130904,28,21, 多云 , 东风 , 小于3级
20130905,23,20, 阵雨 , 北风 , 小于3级
20130906,24,19, 小雨 , 北风 , 小于3级
20130907,28,21, 阴转多云 , 西北风 , 小于3级
20130908,32,22, 多云 , 东风 , 小于3级
20130909,35,24, 晴转多云 , 东风 , 小于3级
20130910,34,25, 多云转阵雨 , 西北风 , 小于3级
20130911,34,25, 多云 , 西南风 , 小于3级
20130912,34,24, 多云转雷阵雨 , 西北风 , 小于3级
20130913,32,25, 雷阵雨转阵雨 , 西南风 , 小于3级
20130914,32,23, 多云 , 北风 , 小于3级
20130915,31,22, 多云转晴 , 东北风 , 小于3级
20130916,30,22, 晴 , 东风 , 小于3级
20130917,30,22, 多云 , 东风 , 小于3级
20130918,30,21, 多云 , 东风 , 3-4级
20130919,30,22, 多云 , 东风 , 小于3级
20130920,28,23, 阵雨 , 东风 , 小于3级
20130921,28,24, 阵雨转中雨 , 东风 , 小于3级
20130922,31,26, 阴转多云 , 东风 , 4-5级转3-4级
20130923,32,25, 多云 , 南风 , 小于3级
20130924,27,20, 中雨 , 北风 , 5-6级
20130925,24,18, 阴转多云 , 西北风 , 4-5级转3-4级
20130926,26,17, 多云 , 北风 , 小于3级
20130927,25,19, 小雨转阵雨 , 东风 , 小于3级
20130928,25,19, 阵雨转阴 , 西风 , 小于3级
20130929,27,19, 多云 , 西北风 , 小于3级
20130930,28,18, 多云转晴 , 北风 , 小于3级
20131001,26,18, 多云 , 西北风 , 小于3级转3-4级
20131002,26,16, 多云转晴 , 东北风 , 3-4级转小于3级
20131003,26,16, 晴转多云 , 东北风 , 小于3级
20131004,26,16, 晴转多云 , 东风 , 小于3级
20131005,24,18, 阵雨转中雨 , 东北风 , 小于3级
20131006,23,21, 暴雨 , 北风 , 7-8级
20131007,24,21, 大雨转中雨 , 北风 , 4-5级转3-4级
20131008,24,19, 小雨转阴 , 西北风 , 小于3级
20131009,28,19, 阴转多云 , 南风 , 小于3级
20131010,31,20, 晴 , 西南风 , 小于3级
20131011,28,19, 多云转晴 , 东风 , 小于3级
20131012,28,18, 多云转晴 , 东风 , 小于3级
20131013,28,18, 多云转晴 , 东风 , 小于3级
20131014,28,14, 多云~小雨 , 西风 , 小于3级
20131015,18,11, 阴转多云 , 西北风 , 5-6级转4-5级
20131016,20,12, 多云转阴 , 北风 , 小于3级
20131017,21,15, 多云转阴 , 西北风 , 小于3级
20131018,22,16, 阴转小雨 , 北风 , 小于3级
20131019,22,16, 阴 , 西风 , 小于3级
20131020,23,14, 多云转晴 , 西北风 , 小于3级
20131021,21,13, 多云 , 西北风 , 小于3级
20131022,22,13, 多云 , 西北风 , 小于3级
20131023,22,14, 多云 , 西北风 , 小于3级
20131024,18,11, 多云 , 北风 , 4-5级
20131025,19,9, 晴 , 西北风 , 4-5级转小于3级
20131026,20,10, 晴转多云 , 西北风 , 小于3级
20131027,23,11, 晴转多云 , 东风 , 小于3级
20131028,25,13, 晴转多云 , 西北风 , 小于3级
20131029,24,15, 多云 , 东南风 , 小于3级
20131030,23,18, 小雨 , 东北风 , 小于3级
20131031,23,17, 阴转多云 , 东风 , 小于3级
20131101,22,17, 多云转小雨 , 东北风 , 小于3级
20131102,22,18, 阴转小雨 , 东北风 , 小于3级
20131103,21,15, 阴转多云 , 西北风 , 小于3级
